Handle,Title,Type,Tags,description,Fabric,Embroidery,Craft,Fit,Delivery,combined
hushaima-anarkali-set,Hushaima Anarkali Set,Anarkali Set,"Comfortable Fit, DLVRY 4 weeks, Gulnoor, Haldi, Handloom Cotton, Not On Sale, Pret, Yellow",This set features a long anarkali with an embroidered yoke and embroidered pants.,Handloom Cotton,Resham applique work.,Applique Work,Comfortable Fit,4 weeks,"{'Handle': 'hushaima-anarkali-set', 'Type': 'Anarkali Set', 'Title': 'Hushaima Anarkali Set', 'description': 'This set features a long anarkali with an embroidered yoke and embroidered pants.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Resham applique work.', 'Craft': 'Applique Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
daania-tunic,Daania Tunic Set,Tunic Set,"Blue, Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Handloom Cotton, Not On Sale, Pret",Jute top with applique work and kalis on the side.,Handloom Cotton,Resham applique work.,Applique Work,Comfortable Fit,4 weeks,"{'Handle': 'daania-tunic', 'Type': 'Tunic Set', 'Title': 'Daania Tunic Set', 'description': 'Jute top with applique work and kalis on the side.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Resham applique work.', 'Craft': 'Applique Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
nisreen-anarkali-set,Nisreen Anarkali Set,Anarkali Set,"DLVRY 4 weeks, Fitted, Gulnoor, Handloom Cotton, Ivory, Not On Sale, Pret, Sangeet",This set features a handloom cotton long anarkali enhanced with an embroidered dupatta and a churidar.,Handloom Cotton,Resham thread work.,Resham Thread Work,Fitted,4 weeks,"{'Handle': 'nisreen-anarkali-set', 'Type': 'Anarkali Set', 'Title': 'Nisreen Anarkali Set', 'description': 'This set features a handloom cotton long anarkali enhanced with an embroidered dupatta and a churidar.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Fitted', 'Delivery': '4 weeks'}"
sharleez-kurta-set,Sharleez Kurta Set,Kurta Set,"Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Handloom Cotton, Not On Sale, Pink, Pret","This set features a jute kurta with embroidery on the neckline, silk organza dupatta and a pair of cutwork pants.",Handloom Cotton,Resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'sharleez-kurta-set', 'Type': 'Kurta Set', 'Title': 'Sharleez Kurta Set', 'description': 'This set features a jute kurta with embroidery on the neckline, silk organza dupatta and a pair of cutwork pants.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
zuhur-tunic,Zuhur Tunic Set,Tunic Set,"Brunch, Comfortable Fit, DLVRY 4 weeks, Grey, Gulnoor, Handloom Cotton, Not On Sale, Pret",Off-shoulder cutwork detail top.,Handloom Cotton,Resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'zuhur-tunic', 'Type': 'Tunic Set', 'Title': 'Zuhur Tunic Set', 'description': 'Off-shoulder cutwork detail top.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
safun-anarkali-set,Safun Anarkali Set,Anarkali Set,"BEST SELLER, Blue, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Handloom Cotton, Not On Sale, Pret, Sangeet","This set features a bias paneled kurta with embroidery on the yoke and paisley pattern motifs on the panel, pants and a dupatta with an embroidered border and lace detailing.",Handloom Cotton,Paisley silk thread motifs.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'safun-anarkali-set', 'Type': 'Anarkali Set', 'Title': 'Safun Anarkali Set', 'description': 'This set features a bias paneled kurta with embroidery on the yoke and paisley pattern motifs on the panel, pants and a dupatta with an embroidered border and lace detailing.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Paisley silk thread motifs.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
azmina-kurta-set,Azmina Kurta Set,Kurta Set,"Brunch, DLVRY 4 weeks, Fitted, Gulnoor, Handloom Cotton, Not On Sale, Pink, Pret",This set features an overlap pleated embroidered kurta paired with fitted pants.,Handloom Cotton,Paisley silk thread motifs.,Resham Thread Work,Fitted,4 weeks,"{'Handle': 'azmina-kurta-set', 'Type': 'Kurta Set', 'Title': 'Azmina Kurta Set', 'description': 'This set features an overlap pleated embroidered kurta paired with fitted pants.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Paisley silk thread motifs.', 'Craft': 'Resham Thread Work', 'Fit': 'Fitted', 'Delivery': '4 weeks'}"
zahoor-tunic,Zahoor Shirt,Shirt,"Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Linen, Not On Sale, Pink, Pret",A must have wardrobe staple. This is a classic basic shirt enhanced with frill detailing.,Linen,Dori work.,Dori Work,Comfortable Fit,4 weeks,"{'Handle': 'zahoor-tunic', 'Type': 'Shirt', 'Title': 'Zahoor Shirt', 'description': 'A must have wardrobe staple. This is a classic basic shirt enhanced with frill detailing.', 'Fabric': 'Linen', 'Embroidery': 'Dori work.', 'Craft': 'Dori Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
ruhab-tunic-set,Ruhab Tunic Set,Tunic Set,"Brunch, Comfortable Fit, DLVRY 4 weeks, Green, Gulnoor, Handloom Cotton, Not On Sale, Pret",This set features a mid-length tunic enhanced with dori work on the waist. Paired with embroidered tulip pants.,Handloom Cotton,Paisley dori work.,Dori Work,Comfortable Fit,4 weeks,"{'Handle': 'ruhab-tunic-set', 'Type': 'Tunic Set', 'Title': 'Ruhab Tunic Set', 'description': 'This set features a mid-length tunic enhanced with dori work on the waist. Paired with embroidered tulip pants.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Paisley dori work.', 'Craft': 'Dori Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
adeeba-tunic,Adeeba Tunic Set,Tunic Set,"Blue, Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Linen, Not On Sale, Pret",A staple for every wardrobe. This linen cotton top is accentuated with silk thread embroidery on the collar and sleeves. Pair it with your favorite separates.,Linen,Floral silk thread motifs with cutwork.,Cutwork,Comfortable Fit,4 weeks,"{'Handle': 'adeeba-tunic', 'Type': 'Tunic Set', 'Title': 'Adeeba Tunic Set', 'description': 'A staple for every wardrobe. This linen cotton top is accentuated with silk thread embroidery on the collar and sleeves. Pair it with your favorite separates.', 'Fabric': 'Linen', 'Embroidery': 'Floral silk thread motifs with cutwork.', 'Craft': 'Cutwork', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
shiya-tunic,Shiya Top,Top,"Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Linen, Not On Sale, Pret, Yellow",A staple for every wardrobe. This handloom cotton top is embraced with silk thread embroidery on the yoke. Pair it with your favorite separates.,Linen,Floral silk thread motifs with cutwork.,Cutwork,Comfortable Fit,4 weeks,"{'Handle': 'shiya-tunic', 'Type': 'Top', 'Title': 'Shiya Top', 'description': 'A staple for every wardrobe. This handloom cotton top is embraced with silk thread embroidery on the yoke. Pair it with your favorite separates.', 'Fabric': 'Linen', 'Embroidery': 'Floral silk thread motifs with cutwork.', 'Craft': 'Cutwork', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
sanaz-kurta-set,Sanaz Kurta Set,Kurta Set,"Comfortable Fit, DLVRY 4 weeks, Green, Gulnoor, Linen, Not On Sale, Pret, Sagan","This set features a kurta with cutwork on the hem and neckline, salwar and a dupatta with lace trims.",Linen,Floral silk thread motifs with cutwork.,Cutwork,Comfortable Fit,4 weeks,"{'Handle': 'sanaz-kurta-set', 'Type': 'Kurta Set', 'Title': 'Sanaz Kurta Set', 'description': 'This set features a kurta with cutwork on the hem and neckline, salwar and a dupatta with lace trims.', 'Fabric': 'Linen', 'Embroidery': 'Floral silk thread motifs with cutwork.', 'Craft': 'Cutwork', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
shyna-kurta-set,Shyna Kurta Set,Kurta Set,"Brunch, Comfortable Fit, DLVRY 4 weeks, Grey, Gulnoor, Handloom Cotton, Not On Sale, Pret",Featuring a straight kurta matched with a cutwork dupatta and ankle length pants.,Handloom Cotton,Paisley and floral resham thread motifs with cutwork.,Cutwork,Comfortable Fit,4 weeks,"{'Handle': 'shyna-kurta-set', 'Type': 'Kurta Set', 'Title': 'Shyna Kurta Set', 'description': 'Featuring a straight kurta matched with a cutwork dupatta and ankle length pants.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Paisley and floral resham thread motifs with cutwork.', 'Craft': 'Cutwork', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
sifa-tunic-set,Sifa Tunic Set,Tunic Set,"BEST SELLER, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Handloom Cotton, Ivory, Not On Sale, Pret, Sangeet","A staple for every wardrobe, this handloom cotton crop top is embraced with resham thread embroidery and a beautiful back detailing. You can pair it with your favorite separates.",Handloom Cotton,Paisley and floral resham thread motifs with cutwork.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'sifa-tunic-set', 'Type': 'Tunic Set', 'Title': 'Sifa Tunic Set', 'description': 'A staple for every wardrobe, this handloom cotton crop top is embraced with resham thread embroidery and a beautiful back detailing. You can pair it with your favorite separates.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Paisley and floral resham thread motifs with cutwork.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
karimah-kurta-set,Karimah Kurta Set,Kurta Set,"Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Handloom Cotton, Ivory, Not On Sale, Pret","It has an emphasis on yoke with resham thread embroidery, paired with a salwar.",Handloom Cotton,Floral resham thread embroidery.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'karimah-kurta-set', 'Type': 'Kurta Set', 'Title': 'Karimah Kurta Set', 'description': 'It has an emphasis on yoke with resham thread embroidery, paired with a salwar.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Floral resham thread embroidery.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
ubah-tunic-set,Ubah Tunic Set,Tunic Set,"Brunch, Comfortable Fit, DLVRY 4 weeks, Grey, Gulnoor, Linen, Not On Sale, Pret",It has a linen base with gathers on the empire. Enhanced with resham thread embroidery and paired with straight pants.,Linen,Floral resham thread motifs enhanced with hand embroidery.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'ubah-tunic-set', 'Type': 'Tunic Set', 'Title': 'Ubah Tunic Set', 'description': 'It has a linen base with gathers on the empire. Enhanced with resham thread embroidery and paired with straight pants.', 'Fabric': 'Linen', 'Embroidery': 'Floral resham thread motifs enhanced with hand embroidery.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
ersheen-saree,Ersheen Saree Set,Saree Set,"Comfortable Fit, Couture, DLVRY 4 weeks, Gulnoor, Ivory, Linen, Not On Sale, Sangeet",A halter blouse matched with a linen summer saree. Beautifully embroidered with applique work.,Linen,Resham thread embroidery.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'ersheen-saree', 'Type': 'Saree Set', 'Title': 'Ersheen Saree Set', 'description': 'A halter blouse matched with a linen summer saree. Beautifully embroidered with applique work.', 'Fabric': 'Linen', 'Embroidery': 'Resham thread embroidery.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
ada-saree,Ada Saree Set,Saree Set,"Comfortable Fit, Couture, DLVRY 4 weeks, Gulnoor, Not On Sale, Sangeet, Tulle, Yellow",A tulle saree enhanced with a multi-color resham embroidered blouse.,Tulle,Multi-color resham floral motifs on blouse enhanced with sequins.,Sequins,Comfortable Fit,4 weeks,"{'Handle': 'ada-saree', 'Type': 'Saree Set', 'Title': 'Ada Saree Set', 'description': 'A tulle saree enhanced with a multi-color resham embroidered blouse.', 'Fabric': 'Tulle', 'Embroidery': 'Multi-color resham floral motifs on blouse enhanced with sequins.', 'Craft': 'Sequins', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
kowaish-saree,Kowaish Saree Set,Saree Set,"Comfortable Fit, Couture, DLVRY 4 weeks, Grey, Gulnoor, Not On Sale, Sangeet, Silk Organza",Featuring a delicate silk organza saree set.,Silk Organza,"Jamawar pattern embroidery with french knots, small pearls and bugle beads.",Bead Work,Comfortable Fit,4 weeks,"{'Handle': 'kowaish-saree', 'Type': 'Saree Set', 'Title': 'Kowaish Saree Set', 'description': 'Featuring a delicate silk organza saree set.', 'Fabric': 'Silk Organza', 'Embroidery': 'Jamawar pattern embroidery with french knots, small pearls and bugle beads.', 'Craft': 'Bead Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
nohreen-sharara-set,Nohreen Sharara Set,Sharara Set,"Comfortable Fit, Couture, DLVRY 6 weeks, Grey, Gulnoor, Not On Sale, Raw Silk, Sangeet",This set features a front open kurta enhanced with a contrast color tissue sharara and a dupatta.,Raw Silk,Multi-color resham floral motifs on the sharara enhanced with hand embroidery.,Resham Thread Work,Comfortable Fit,6 weeks,"{'Handle': 'nohreen-sharara-set', 'Type': 'Sharara Set', 'Title': 'Nohreen Sharara Set', 'description': 'This set features a front open kurta enhanced with a contrast color tissue sharara and a dupatta.', 'Fabric': 'Raw Silk', 'Embroidery': 'Multi-color resham floral motifs on the sharara enhanced with hand embroidery.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '6 weeks'}"
gule-rana-gharara-set,Gule-Rana Gharara Set,Gharara Set,"Comfortable Fit, Couture, DLVRY 6 weeks, Engagement, Gulnoor, Not On Sale, Pink, Silk Organza","This set features a gharara with a short kurta and a bustier, matched with a tulle dupatta.",Silk Organza,"Jamawar pattern embroidery with french knots, small pearls and bugle beads.",Bead Work,Comfortable Fit,6 weeks,"{'Handle': 'gule-rana-gharara-set', 'Type': 'Gharara Set', 'Title': 'Gule-Rana Gharara Set', 'description': 'This set features a gharara with a short kurta and a bustier, matched with a tulle dupatta.', 'Fabric': 'Silk Organza', 'Embroidery': 'Jamawar pattern embroidery with french knots, small pearls and bugle beads.', 'Craft': 'Bead Work', 'Fit': 'Comfortable Fit', 'Delivery': '6 weeks'}"
rajeeyah-anarkali-set,Rajeeyah Anarkali Set,Anarkali Set,"Comfortable Fit, Couture, DLVRY 6 weeks, Green, Gulnoor, Linen, Not On Sale, Sangeet",Featuring a mid length short anarkali paired with churidar and heavy embroidery tulle dupatta.,Linen,Hand embroidred floral zari and resham motifs with sequins and small pearls.,Resham Thread Work,Comfortable Fit,6 weeks,"{'Handle': 'rajeeyah-anarkali-set', 'Type': 'Anarkali Set', 'Title': 'Rajeeyah Anarkali Set', 'description': 'Featuring a mid length short anarkali paired with churidar and heavy embroidery tulle dupatta.', 'Fabric': 'Linen', 'Embroidery': 'Hand embroidred floral zari and resham motifs with sequins and small pearls.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '6 weeks'}"
maahnoor-lehenga-set,Maahnoor Lehenga Set,Lehenga Set,"Comfortable Fit, Couture, DLVRY 6 weeks, Engagement, Gulnoor, Ivory, Not On Sale, Organza","A sophisticated silk organza bridal lehenga set accentuated with two dupattas, one with heavy jaal embroidery and the other one in a delicate contrast color.",Organza,An all over paisely and floral pattern embroidred using resham threads and zari.,Resham Thread Work,Comfortable Fit,6 weeks,"{'Handle': 'maahnoor-lehenga-set', 'Type': 'Lehenga Set', 'Title': 'Maahnoor Lehenga Set', 'description': 'A sophisticated silk organza bridal lehenga set accentuated with two dupattas, one with heavy jaal embroidery and the other one in a delicate contrast color.', 'Fabric': 'Organza', 'Embroidery': 'An all over paisely and floral pattern embroidred using resham threads and zari.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '6 weeks'}"
fakeehah-jumpsuit,Fakeehah Jumpsuit,Jumpsuit,"Blue, Comfortable Fit, Couture, DLVRY 6 weeks, Gulnoor, Not On Sale, Sangeet, Silk Georgette",Featuring a loose georgette jumpsuit enhanced with a knotted belt and a silk organza floor length kimono cape.,Silk Georgette,Paisley pattern enhanced with hand done pearls and bugle beads.,Bead Work,Comfortable Fit,6 weeks,"{'Handle': 'fakeehah-jumpsuit', 'Type': 'Jumpsuit', 'Title': 'Fakeehah Jumpsuit', 'description': 'Featuring a loose georgette jumpsuit enhanced with a knotted belt and a silk organza floor length kimono cape.', 'Fabric': 'Silk Georgette', 'Embroidery': 'Paisley pattern enhanced with hand done pearls and bugle beads.', 'Craft': 'Bead Work', 'Fit': 'Comfortable Fit', 'Delivery': '6 weeks'}"
chandani-kurta-set,Chandani Kurta Set,Kurta Set,"Comfortable Fit, Couture, DLVRY 4 weeks, Gulnoor, Ivory, Not On Sale, Sagan, Silk Organza",This set features a hand embroidered straight kurta paired with embroidered narrow pants and a tulle dupatta.,Silk Organza,Paisley pattern with applique work.,Applique Work,Comfortable Fit,4 weeks,"{'Handle': 'chandani-kurta-set', 'Type': 'Kurta Set', 'Title': 'Chandani Kurta Set', 'description': 'This set features a hand embroidered straight kurta paired with embroidered narrow pants and a tulle dupatta.', 'Fabric': 'Silk Organza', 'Embroidery': 'Paisley pattern with applique work.', 'Craft': 'Applique Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
benazir-lehenga-set,Benazir Lehenga Set,Lehenga Set,"Blue, Comfortable Fit, Couture, DLVRY 6 weeks, Engagement, Gulnoor, Not On Sale, Raw Silk",This set features an embroidered raw silk bridal lehenga and a peplum blouse with applique and zari hand embroidery. It comes along with an embroidered tulle dupatta enhanced with lace on the borders.,Raw Silk,Paisley pattern with applique work.,Applique Work,Comfortable Fit,6 weeks,"{'Handle': 'benazir-lehenga-set', 'Type': 'Lehenga Set', 'Title': 'Benazir Lehenga Set', 'description': 'This set features an embroidered raw silk bridal lehenga and a peplum blouse with applique and zari hand embroidery. It comes along with an embroidered tulle dupatta enhanced with lace on the borders.', 'Fabric': 'Raw Silk', 'Embroidery': 'Paisley pattern with applique work.', 'Craft': 'Applique Work', 'Fit': 'Comfortable Fit', 'Delivery': '6 weeks'}"
azzahra-anarkali-set,Azzahra Anarkali Set,Anarkali Set,"Brunch, Comfortable Fit, DLVRY 4 weeks, Green, Gulnoor, Handloom Cotton, Not On Sale, Pret",Featuring a green short anarkali paired with an embroidered off-white pant.,Handloom Cotton,Resham Paisley motifs with zari.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'azzahra-anarkali-set', 'Type': 'Anarkali Set', 'Title': 'Azzahra Anarkali Set', 'description': 'Featuring a green short anarkali paired with an embroidered off-white pant.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Resham Paisley motifs with zari.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
aasia-kurta-set,Aasia Kurta Set,Kurta Set,"Blue, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Linen, Not On Sale, Pret, Sangeet",This set features a blue and white embroidered layered kurta matched with churidar and dupatta.,Linen,Resham paisley motifs with zari.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'aasia-kurta-set', 'Type': 'Kurta Set', 'Title': 'Aasia Kurta Set', 'description': 'This set features a blue and white embroidered layered kurta matched with churidar and dupatta.', 'Fabric': 'Linen', 'Embroidery': 'Resham paisley motifs with zari.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
dina-tunic,Dina Tunic Set,Tunic Set,"Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Linen, Not On Sale, Pret, Yellow",Featuring a yellow and off-white knotted shirt dress. It can be paired with churidar or pants.,Linen,Resham paisley motifs with zari.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'dina-tunic', 'Type': 'Tunic Set', 'Title': 'Dina Tunic Set', 'description': 'Featuring a yellow and off-white knotted shirt dress. It can be paired with churidar or pants.', 'Fabric': 'Linen', 'Embroidery': 'Resham paisley motifs with zari.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
forum-tunic,Forum Top,Top,"Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Ivory, Linen, Not On Sale, Pret",Featuring an off-white linen embroidered shirt. Pair it with your favorite separates.,Linen,Resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'forum-tunic', 'Type': 'Top', 'Title': 'Forum Top', 'description': 'Featuring an off-white linen embroidered shirt. Pair it with your favorite separates.', 'Fabric': 'Linen', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
riza-kurta-set,Riza Kurta Set,Kurta Set,"Comfortable Fit, DLVRY 4 weeks, Gulnoor, Linen, Not On Sale, Pret, Sagan, Yellow",This set features a yellow linen embroidered straight kurta paired with a palazzo and dupatta.,Linen,Resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'riza-kurta-set', 'Type': 'Kurta Set', 'Title': 'Riza Kurta Set', 'description': 'This set features a yellow linen embroidered straight kurta paired with a palazzo and dupatta.', 'Fabric': 'Linen', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
aini-kurta-set,Aini Kurta Set,Kurta Set,"Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Handloom Cotton, Not On Sale, Pink, Pret",Featuring an embroidered pink off-shoulder a-line shirt with churidar.,Handloom Cotton,Resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'aini-kurta-set', 'Type': 'Kurta Set', 'Title': 'Aini Kurta Set', 'description': 'Featuring an embroidered pink off-shoulder a-line shirt with churidar.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
basimah-tunic-set,Basimah Tunic Set,Tunic Set,"Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Linen, Not On Sale, Pink, Pret",Featuring a pink and white stripe embroidered top with overlap pants.,Linen,Resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'basimah-tunic-set', 'Type': 'Tunic Set', 'Title': 'Basimah Tunic Set', 'description': 'Featuring a pink and white stripe embroidered top with overlap pants.', 'Fabric': 'Linen', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
yara-anarkali-set,Yara Anarkali Set,Anarkali Set,"Comfortable Fit, DLVRY 4 weeks, Grey, Gulnoor, Linen, Not On Sale, Pret, Sangeet","This set features an embroidered grey short anarkali, paired with an ankle length pant and a dupatta.",Linen,Resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'yara-anarkali-set', 'Type': 'Anarkali Set', 'Title': 'Yara Anarkali Set', 'description': 'This set features an embroidered grey short anarkali, paired with an ankle length pant and a dupatta.', 'Fabric': 'Linen', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
palakasi-kurta-set,Palakasi Kurta Set,Kurta Set,"Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Handloom Cotton, Ivory, Not On Sale, Pret","An embroidered straight suit enhanced with a knotted collar, paired with a churidar.",Handloom Cotton,Resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'palakasi-kurta-set', 'Type': 'Kurta Set', 'Title': 'Palakasi Kurta Set', 'description': 'An embroidered straight suit enhanced with a knotted collar, paired with a churidar.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
yasna-kurta-set,Yasna Kurta Set,Kurta Set,"Blue, Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Linen, Not On Sale, Pret","This set features an embroidered blue shirt with a front opening, paired with a churidar.",Linen,Resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'yasna-kurta-set', 'Type': 'Kurta Set', 'Title': 'Yasna Kurta Set', 'description': 'This set features an embroidered blue shirt with a front opening, paired with a churidar.', 'Fabric': 'Linen', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
pariyat-tunic,Pariyat Tunic Set,Tunic Set,"Brunch, Comfortable Fit, DLVRY 4 weeks, Green, Gulnoor, Handloom Cotton, Not On Sale, Pret",Featuring an embroidered green short top. Pair it with your favorite separates.,Handloom Cotton,Resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'pariyat-tunic', 'Type': 'Tunic Set', 'Title': 'Pariyat Tunic Set', 'description': 'Featuring an embroidered green short top. Pair it with your favorite separates.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
zahra-anarkali-set,Zahra Anarkali Set,Anarkali Set,"Comfortable Fit, DLVRY 4 weeks, Gulnoor, Haldi, Handloom Cotton, Not On Sale, Pret, Yellow",This set features a yellow asymmetrical anarkali with palazzos and dupatta.,Handloom Cotton,Resham thread work.,Resham Thread Work,Comfortable Fit,4 weeks,"{'Handle': 'zahra-anarkali-set', 'Type': 'Anarkali Set', 'Title': 'Zahra Anarkali Set', 'description': 'This set features a yellow asymmetrical anarkali with palazzos and dupatta.', 'Fabric': 'Handloom Cotton', 'Embroidery': 'Resham thread work.', 'Craft': 'Resham Thread Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
safaa-dress,Safaa Dress,Dress,"Brunch, Comfortable Fit, DLVRY 4 weeks, Gulnoor, Ivory, Linen, Not On Sale, Pret",Featuring an off-white front open jacket with dori embroidery and a long dress.,Linen,Dori and pearl embroidery.,Dori Work,Comfortable Fit,4 weeks,"{'Handle': 'safaa-dress', 'Type': 'Dress', 'Title': 'Safaa Dress', 'description': 'Featuring an off-white front open jacket with dori embroidery and a long dress.', 'Fabric': 'Linen', 'Embroidery': 'Dori and pearl embroidery.', 'Craft': 'Dori Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
majidah-kurta-set,Majidah Kurta Set,Kurta Set,"Comfortable Fit, DLVRY 4 weeks, Gulnoor, Linen, Not On Sale, Pink, Pret, Sangeet","This set features a pink linen straight kurta with dori embroidery, churidar and dupatta.",Linen,Dori and pearl embroidery.,Dori Work,Comfortable Fit,4 weeks,"{'Handle': 'majidah-kurta-set', 'Type': 'Kurta Set', 'Title': 'Majidah Kurta Set', 'description': 'This set features a pink linen straight kurta with dori embroidery, churidar and dupatta.', 'Fabric': 'Linen', 'Embroidery': 'Dori and pearl embroidery.', 'Craft': 'Dori Work', 'Fit': 'Comfortable Fit', 'Delivery': '4 weeks'}"
